"District_Name","RuralandUrban","households","Livable","Dilapidated","Latrine_premise","household_rural","houshold_urban","rural_livable","rural_dilapidated","rural_premise","urban_livable","urban_dilapidated","urban_premise"
"Dibrugarh","Total",100,13844624868.61075,71622.09000000001,1043825.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dibrugarh","Urban",100,16958346090.649002,54379.73499999999,1278586.9400000002,0.0,16959679057.324003,0.0,0.0,0.0,16958346090.649002,54379.73499999999,1278586.9400000002
"Sivasagar","Rural",100,9526146776.975,70214.05,827604.9500000001,9527044595.975,0.0,9526146776.975,70214.05,827604.9500000001,0.0,0.0,0.0
"Sivasagar","Total",100,9830877480.55,67911.95000000001,854079.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sivasagar","Urban",100,12348218075.3,44890.95,1072778.6,0.0,12349335744.85,0.0,0.0,0.0,12348218075.3,44890.95,1072778.6
"Jorhat","Rural",100,60.9,8.1,58.9,127.89999999999999,0.0,60.9,8.1,58.9,0.0,0.0,0.0
"Jorhat","Total",100,55.2,7.2,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jorhat","Urban",100,35.3,4.0,94.2,0.0,133.5,0.0,0.0,0.0,35.3,4.0,94.2
"Golaghat","Rural",100,7410007529.581438,84284.152,694544.0879999999,7410786357.821439,0.0,7410007529.581438,84284.152,694544.0879999999,0.0,0.0,0.0
"Golaghat","Total",100,7785630031.080961,80016.59999999999,729751.3920000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Golaghat","Urban",100,11120702544.39488,44809.296,1042349.576,0.0,11121789703.26688,0.0,0.0,0.0,11120702544.39488,44809.296,1042349.576
"Karbi Anglong","Rural",100,4435492586.74965,41121.458999999995,463811.805,4435997520.01365,0.0,4435492586.74965,41121.458999999995,463811.805,0.0,0.0,0.0
"Karbi Anglong","Total",100,5011649355.750119,40165.146,524059.5239999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karbi Anglong","Urban",100,8642351535.00705,34427.268000000004,903715.7849999999,0.0,8643289678.06005,0.0,0.0,0.0,8642351535.00705,34427.268000000004,903715.7849999999
"Dima Hasao","Rural",100,261744495.16684005,9634.59,122252.24200000001,261876381.99884006,0.0,261744495.16684005,9634.59,122252.24200000001,0.0,0.0,0.0
"Dima Hasao","Total",100,318127284.84376,8778.181999999999,148586.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dima Hasao","Urban",100,442811177.46264,7065.366,206822.532,0.0,443025065.36064,0.0,0.0,0.0,442811177.46264,7065.366,206822.532
"Cachar","Rural",100,56.9,12.2,77.6,146.7,0.0,56.9,12.2,77.6,0.0,0.0,0.0
"Cachar","Total",100,53.2,11.1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cachar","Urban",100,37.2,6.1,95.8,0.0,139.1,0.0,0.0,0.0,37.2,6.1,95.8
"Karimganj","Rural",100,12635931928.808521,183074.21399999998,1028410.1820000001,12637143413.204521,0.0,12635931928.808521,183074.21399999998,1028410.1820000001,0.0,0.0,0.0
"Karimganj","Total",100,12832188936.066,175702.09800000003,1044383.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karimganj","Urban",100,14704178851.445042,106895.68199999999,1196740.164,0.0,14705482487.29104,0.0,0.0,0.0,14704178851.445042,106895.68199999999,1196740.164
"Hailakandi","Rural",100,59.5,16.8,81.9,158.20000000000002,0.0,59.5,16.8,81.9,0.0,0.0,0.0
"Hailakandi","Total",100,57.4,16.1,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hailakandi","Urban",100,30.5,7.6,98.1,0.0,136.2,0.0,0.0,0.0,30.5,7.6,98.1
"Bongaigaon","Rural",100,2685490244.04672,92350.5,363491.568,2685946086.11472,0.0,2685490244.04672,92350.5,363491.568,0.0,0.0,0.0
"Bongaigaon","Total",100,3078488816.34624,82007.244,416685.45599999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bongaigaon","Urban",100,4999815169.810559,31768.571999999996,676744.4639999999,0.0,5000523682.846559,0.0,0.0,0.0,4999815169.810559,31768.571999999996,676744.4639999999
"Chirang","Rural",100,557952466.1855999,52555.658,115718.87999999999,558120740.7235999,0.0,557952466.1855999,52555.658,115718.87999999999,0.0,0.0,0.0
"Chirang","Total",100,667218157.4802799,54002.14399999999,138380.49399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chirang","Urban",100,1973756849.1315603,71359.97600000001,409355.53800000006,0.0,1974237564.6455605,0.0,0.0,0.0,1973756849.1315603,71359.97600000001,409355.53800000006
"Kamrup","Rural",100,59.1,12.3,57.0,128.4,0.0,59.1,12.3,57.0,0.0,0.0,0.0
"Kamrup","Total",100,57.7,11.9,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kamrup","Urban",100,45.1,8.5,78.7,0.0,132.3,0.0,0.0,0.0,45.1,8.5,78.7
"Kamrup Metropolitan","Rural",100,10173172485.75068,126647.738,811297.886,10174110431.374681,0.0,10173172485.75068,126647.738,811297.886,0.0,0.0,0.0
"Kamrup Metropolitan","Total",100,14512887487.40012,60189.024000000005,1157384.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kamrup Metropolitan","Urban",100,15251896926.086798,48903.582,1216319.8599999999,0.0,15253162149.5288,0.0,0.0,0.0,15251896926.086798,48903.582,1216319.8599999999
"Nalbari","Rural",100,3792868374.06477,73305.705,491534.043,3793433213.8127704,0.0,3792868374.06477,73305.705,491534.043,0.0,0.0,0.0
"Nalbari","Total",100,3971496397.9610705,72534.066,514683.21300000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nalbari","Urban",100,5364794984.35221,65589.315,695246.739,0.0,5365555820.40621,0.0,0.0,0.0,5364794984.35221,65589.315,695246.739
"Baksa","Rural",100,3493226496.76875,106408.4,367679.025,3493700584.1937504,0.0,3493226496.76875,106408.4,367679.025,0.0,0.0,0.0
"Baksa","Total",100,3556411472.1625,106408.4,374329.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Baksa","Urban",100,8493865977.93125,71255.625,894020.575,0.0,8494831254.131249,0.0,0.0,0.0,8493865977.93125,71255.625,894020.575
"Darrang","Rural",100,4103654310.0000005,165273.00000000003,441966.00000000006,4104261549.0000005,0.0,4103654310.0000005,165273.00000000003,441966.00000000006,0.0,0.0,0.0
"Darrang","Total",100,4362287985.0,159702.0,469821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Darrang","Urban",100,7914190454.999999,79851.0,852362.9999999999,0.0,7915122668.999999,0.0,0.0,0.0,7914190454.999999,79851.0,852362.9999999999
"Udalguri","Rural",100,59.9,10.7,41.5,112.10000000000001,0.0,59.9,10.7,41.5,0.0,0.0,0.0
"Udalguri","Total",100,58.6,10.5,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Udalguri","Urban",100,35.3,7.2,89.8,0.0,132.29999999999998,0.0,0.0,0.0,35.3,7.2,89.8
"Darjiling","Rural",100,17838249661.11067,147745.84,965888.429,17839363295.37967,0.0,17838249661.11067,147745.84,965888.429,0.0,0.0,0.0
"Darjiling","Total",100,22408661620.17153,129277.61000000002,1213362.7110000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Darjiling","Urban",100,29673570181.9623,97881.61899999999,1606736.01,0.0,29675274799.591297,0.0,0.0,0.0,29673570181.9623,97881.61899999999,1606736.01
"Jalpaiguri","Rural",100,55646053078.34636,619655.36,1436825.866,55648109559.57236,0.0,55646053078.34636,619655.36,1436825.866,0.0,0.0,0.0
"Jalpaiguri","Total",100,74544712614.38853,561562.6699999999,1924804.4620000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jalpaiguri","Urban",100,123441244429.86269,406648.82999999996,3187352.258,0.0,123444838430.95068,0.0,0.0,0.0,123441244429.86269,406648.82999999996,3187352.258
"Koch Bihar","Rural",100,57.7,12.6,55.7,126.0,0.0,57.7,12.6,55.7,0.0,0.0,0.0
"Koch Bihar","Total",100,55.2,12.1,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Koch Bihar","Urban",100,33.9,7.9,90.3,0.0,132.1,0.0,0.0,0.0,33.9,7.9,90.3
"Uttar Dinajpur","Rural",100,57.9,12.4,20.6,90.9,0.0,57.9,12.4,20.6,0.0,0.0,0.0
"Uttar Dinajpur","Total",100,55.8,12.6,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uttar Dinajpur","Urban",100,40.0,14.6,80.6,0.0,135.2,0.0,0.0,0.0,40.0,14.6,80.6
"Dakshin Dinajpur","Rural",100,57.6,11.9,27.5,97.0,0.0,57.6,11.9,27.5,0.0,0.0,0.0
"Dakshin Dinajpur","Total",100,54.2,11.5,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dakshin Dinajpur","Urban",100,34.3,9.3,91.6,0.0,135.2,0.0,0.0,0.0,34.3,9.3,91.6
"Maldah","Rural",100,40413646462.4235,450739.485,1013166.63,40415110368.5385,0.0,40413646462.4235,450739.485,1013166.63,0.0,0.0,0.0
"Maldah","Total",100,50437503655.85925,434784.105,1264463.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maldah","Urban",100,118217871344.80576,331074.135,2963711.835,0.0,118221166130.77576,0.0,0.0,0.0,118217871344.80576,331074.135,2963711.835
"Murshidabad","Rural",100,175110336409.57404,1207647.1900000002,2465021.029,175114009077.79303,0.0,175110336409.57404,1207647.1900000002,2465021.029,0.0,0.0,0.0
"Murshidabad","Total",100,199333091878.33356,1136609.12,2806003.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Murshidabad","Urban",100,311867976660.2788,824041.612,4390152.726,0.0,311873190854.6168,0.0,0.0,0.0,311867976660.2788,824041.612,4390152.726
"Birbhum","Rural",100,22938979167.13392,546375.024,654949.548,22940180491.705917,0.0,22938979167.13392,546375.024,654949.548,0.0,0.0,0.0
"Birbhum","Total",100,29563069407.91056,518355.7920000001,844079.3640000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Birbhum","Urban",100,75563696079.97055,325723.57200000004,2157480.864,0.0,75566179284.40656,0.0,0.0,0.0,75563696079.97055,325723.57200000004,2157480.864
"Barddhaman","Rural",100,274575189617.8471,725450.922,3557796.543,274579472865.3121,0.0,274575189617.8471,725450.922,3557796.543,0.0,0.0,0.0
"Barddhaman","Total",100,331753537130.45734,640557.729,4298682.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barddhaman","Urban",100,425859567411.6283,486206.469,5518057.545,0.0,425865571675.6423,0.0,0.0,0.0,425859567411.6283,486206.469,5518057.545
"Nadia","Rural",100,190400159988.8,806145.6,3684498.8,190404650633.19998,0.0,190400159988.8,806145.6,3684498.8,0.0,0.0,0.0
"Nadia","Total",100,207223736537.59998,728631.6,4010057.5999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nadia","Urban",100,249149157460.8,547765.6,4821370.8,0.0,249154526597.19998,0.0,0.0,0.0,249149157460.8,547765.6,4821370.8
"North Twenty Four Parganas","Rural",100,46.3,19.7,78.9,144.9,0.0,46.3,19.7,78.9,0.0,0.0,0.0
"North Twenty Four Parganas","Total",100,39.0,11.6,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Twenty Four Parganas","Urban",100,33.4,5.4,94.0,0.0,132.8,0.0,0.0,0.0,33.4,5.4,94.0
"Hugli","Rural",100,183070378801.46027,645739.965,3317006.145,183074341547.57025,0.0,183070378801.46027,645739.965,3317006.145,0.0,0.0,0.0
"Hugli","Total",100,216882046100.898,507761.33999999997,3929631.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hugli","Urban",100,270493338395.50198,292514.685,4901000.76,0.0,270498531910.947,0.0,0.0,0.0,270493338395.50198,292514.685,4901000.76
"Bankura","Rural",100,21344505372.7554,420810.85799999995,593451.2100000001,21345519634.823402,0.0,21344505372.7554,420810.85799999995,593451.2100000001,0.0,0.0,0.0
"Bankura","Total",100,26260209640.42028,413617.51,730124.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bankura","Urban",100,78133825728.14703,320103.98600000003,2172391.096,0.0,78136318223.22902,0.0,0.0,0.0,78133825728.14703,320103.98600000003,2172391.096
"Puruliya","Rural",100,5237200087.067249,216828.51000000004,178737.01499999998,5237595652.59225,0.0,5237200087.067249,216828.51000000004,178737.01499999998,0.0,0.0,0.0
"Puruliya","Total",100,10130977217.6055,213898.395,345753.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Puruliya","Urban",100,43700571218.31525,196317.70500000002,1491428.535,0.0,43702258964.55525,0.0,0.0,0.0,43700571218.31525,196317.70500000002,1491428.535
"Haora","Rural",100,40.4,13.9,60.2,114.5,0.0,40.4,13.9,60.2,0.0,0.0,0.0
"Haora","Total",100,37.1,9.2,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Haora","Urban",100,35.2,6.5,83.5,0.0,125.2,0.0,0.0,0.0,35.2,6.5,83.5
"Kolkata","Total",100,191890238262.2457,121410.73800000001,4267362.606000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kolkata","Urban",100,191890238262.2457,121410.73800000001,4267362.606000001,0.0,191894627035.5897,0.0,0.0,0.0,191890238262.2457,121410.73800000001,4267362.606000001
"South Twenty Four Parganas","Rural",100,366396840510.36554,1322237.682,4489078.550000001,366402651826.59753,0.0,366396840510.36554,1322237.682,4489078.550000001,0.0,0.0,0.0
"South Twenty Four Parganas","Total",100,417026222108.16144,1142674.54,5109387.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Twenty Four Parganas","Urban",100,553592317207.4796,661118.841,6782589.591,0.0,553599760915.9115,0.0,0.0,0.0,553592317207.4796,661118.841,6782589.591
"Paschim Medinipur","Rural",100,146519999764.65732,780576.324,2477738.483,146523258079.46432,0.0,146519999764.65732,780576.324,2477738.483,0.0,0.0,0.0
"Paschim Medinipur","Total",100,161206968714.8139,745095.582,2726103.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paschim Medinipur","Urban",100,269960476893.3543,490816.93100000004,4565188.8040000005,0.0,269965532899.0893,0.0,0.0,0.0,269960476893.3543,490816.93100000004,4565188.8040000005
"Purba Medinipur","Rural",100,222285583653.75,922353.3750000001,4362069.0,222290868076.125,0.0,222285583653.75,922353.3750000001,4362069.0,0.0,0.0,0.0
"Purba Medinipur","Total",100,221506545393.28125,876490.4999999999,4346781.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Purba Medinipur","Urban",100,215014559889.375,514683.37499999994,4219384.5,0.0,215019293957.25,0.0,0.0,0.0,215014559889.375,514683.37499999994,4219384.5
"Garhwa","Rural",100,857381180.2214401,60848.064,64816.416000000005,857506844.7014401,0.0,857381180.2214401,60848.064,64816.416000000005,0.0,0.0,0.0
"Garhwa","Total",100,1242327832.56576,62170.848,93917.66399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Garhwa","Urban",100,8101377274.33728,89949.312,612448.992,0.0,8102079672.64128,0.0,0.0,0.0,8101377274.33728,89949.312,612448.992
"Chatra","Rural",100,717823397.93736,46929.869999999995,68830.47600000001,717939158.28336,0.0,717823397.93736,46929.869999999995,68830.47600000001,0.0,0.0,0.0
"Chatra","Total",100,1098487321.08596,46929.869999999995,105331.48599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chatra","Urban",100,7145605643.103721,42758.325999999994,685176.1020000001,0.0,7146333577.531721,0.0,0.0,0.0,7145605643.103721,42758.325999999994,685176.1020000001
"Kodarma","Rural",100,389900485.86156005,30082.878,54435.684,389985004.4235601,0.0,389900485.86156005,30082.878,54435.684,0.0,0.0,0.0
"Kodarma","Total",100,846494475.8836501,31515.396000000004,118182.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kodarma","Urban",100,2580525584.05743,38677.986000000004,360278.277,0.0,2580924540.32043,0.0,0.0,0.0,2580525584.05743,38677.986000000004,360278.277
"Giridih","Rural",100,3468598989.11208,75809.694,141837.492,3468816636.29808,0.0,3468598989.11208,75809.694,141837.492,0.0,0.0,0.0
"Giridih","Total",100,6458770531.450081,75809.694,264111.19200000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Giridih","Urban",100,36659503109.06388,83146.11600000001,1499075.562,0.0,36661085330.741875,0.0,0.0,0.0,36659503109.06388,83146.11600000001,1499075.562
"Deoghar","Rural",100,60.6,5.1,5.5,71.19999999999999,0.0,60.6,5.1,5.5,0.0,0.0,0.0
"Deoghar","Total",100,56.5,5.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deoghar","Urban",100,37.4,4.2,68.3,0.0,109.89999999999999,0.0,0.0,0.0,37.4,4.2,68.3
"Godda","Rural",100,1363078821.38479,120846.692,103770.529,1363303438.60579,0.0,1363078821.38479,120846.692,103770.529,0.0,0.0,0.0
"Godda","Total",100,1811687041.0810497,118219.59,137922.85499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Godda","Urban",100,11197951330.11049,55169.142,852494.599,0.0,11198858993.851492,0.0,0.0,0.0,11197951330.11049,55169.142,852494.599
"Sahibganj","Rural",100,1217900067.7698798,83991.39099999999,105852.164,1218089911.32488,0.0,1217900067.7698798,83991.39099999999,105852.164,0.0,0.0,0.0
"Sahibganj","Total",100,2025420764.8781698,83991.39099999999,176036.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sahibganj","Urban",100,7188258008.685269,89744.226,624757.8809999999,0.0,7188972510.792269,0.0,0.0,0.0,7188258008.685269,89744.226,624757.8809999999
"Pakur","Rural",100,591854638.00132,63929.96199999999,65730.806,591984298.76932,0.0,591854638.00132,63929.96199999999,65730.806,0.0,0.0,0.0
"Pakur","Total",100,826974973.64568,63029.54000000001,91843.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pakur","Urban",100,3770032968.0906,51324.054000000004,418696.23000000004,0.0,3770502988.3746,0.0,0.0,0.0,3770032968.0906,51324.054000000004,418696.23000000004
"Dhanbad","Rural",100,52.2,4.7,12.2,69.10000000000001,0.0,52.2,4.7,12.2,0.0,0.0,0.0
"Dhanbad","Total",100,47.7,4.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dhanbad","Urban",100,44.5,3.9,59.3,0.0,107.7,0.0,0.0,0.0,44.5,3.9,59.3
"Bokaro","Rural",100,2807115319.074,84555.52999999998,136113.78,2807335988.3840003,0.0,2807115319.074,84555.52999999998,136113.78,0.0,0.0,0.0
"Bokaro","Total",100,14248236846.815,74243.88,690880.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bokaro","Urban",100,26667595531.202995,65994.56,1293080.91,0.0,26668954606.672997,0.0,0.0,0.0,26667595531.202995,65994.56,1293080.91
"Lohardaga","Rural",100,62.5,2.8,7.3,72.6,0.0,62.5,2.8,7.3,0.0,0.0,0.0
"Lohardaga","Total",100,59.3,3.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lohardaga","Urban",100,36.2,4.4,70.5,0.0,111.10000000000001,0.0,0.0,0.0,36.2,4.4,70.5
"Purbi Singhbhum","Rural",100,7156407554.84296,133047.302,311972.984,7156852575.128961,0.0,7156407554.84296,133047.302,311972.984,0.0,0.0,0.0
"Purbi Singhbhum","Total",100,26257701249.01939,89462.841,1144665.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Purbi Singhbhum","Urban",100,42464859534.987274,52760.137,1851192.6330000001,0.0,42466763487.75728,0.0,0.0,0.0,42464859534.987274,52760.137,1851192.6330000001
"Palamu","Rural",100,62.8,6.3,7.4,76.5,0.0,62.8,6.3,7.4,0.0,0.0,0.0
"Palamu","Total",100,60.3,6.2,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palamu","Urban",100,40.1,5.4,58.3,0.0,103.80000000000001,0.0,0.0,0.0,40.1,5.4,58.3
"Latehar","Rural",100,380517848.98848003,15993.516000000001,52342.416000000005,380586184.92048,0.0,380517848.98848003,15993.516000000001,52342.416000000005,0.0,0.0,0.0
"Latehar","Total",100,570776773.4827201,17447.472,78513.62400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Latehar","Urban",100,2949013329.6607194,36348.9,405653.72399999993,0.0,2949455332.2847195,0.0,0.0,0.0,2949013329.6607194,36348.9,405653.72399999993
"Hazaribagh","Rural",100,48.5,3.3,9.3,61.099999999999994,0.0,48.5,3.3,9.3,0.0,0.0,0.0
"Hazaribagh","Total",100,46.1,3.3,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hazaribagh","Urban",100,33.1,3.0,73.5,0.0,109.6,0.0,0.0,0.0,33.1,3.0,73.5
"Ramgarh","Rural",100,50.1,3.8,11.0,64.9,0.0,50.1,3.8,11.0,0.0,0.0,0.0
"Ramgarh","Total",100,45.5,3.7,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramgarh","Urban",100,39.8,3.6,60.0,0.0,103.39999999999999,0.0,0.0,0.0,39.8,3.6,60.0
"Dumka","Rural",100,1082649554.80568,79286.52,81929.404,1082810770.72968,0.0,1082649554.80568,79286.52,81929.404,0.0,0.0,0.0
"Dumka","Total",100,1711284780.17672,77965.07800000001,129501.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dumka","Urban",100,11210661519.116879,66072.1,848365.764,0.0,11211575956.980879,0.0,0.0,0.0,11210661519.116879,66072.1,848365.764
"Jamtara","Rural",100,62.6,4.9,4.4,71.9,0.0,62.6,4.9,4.4,0.0,0.0,0.0
"Jamtara","Total",100,59.8,4.7,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jamtara","Urban",100,33.5,3.3,60.1,0.0,96.89999999999999,0.0,0.0,0.0,33.5,3.3,60.1
"Ranchi","Rural",100,55.0,3.0,13.2,71.2,0.0,55.0,3.0,13.2,0.0,0.0,0.0
"Ranchi","Total",100,45.2,3.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ranchi","Urban",100,31.8,4.1,79.1,0.0,114.99999999999999,0.0,0.0,0.0,31.8,4.1,79.1
"Khunti","Rural",100,57.7,3.4,4.0,65.10000000000001,0.0,57.7,3.4,4.0,0.0,0.0,0.0
"Khunti","Total",100,56.0,3.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khunti","Urban",100,38.2,3.0,53.9,0.0,95.1,0.0,0.0,0.0,38.2,3.0,53.9
"Gumla","Rural",100,672679485.03616,29731.177,65613.632,672774829.84516,0.0,672679485.03616,29731.177,65613.632,0.0,0.0,0.0
"Gumla","Total",100,1082593546.23007,30756.39,105596.93900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gumla","Urban",100,7199772613.277651,51260.65,702270.905,0.0,7200526144.83265,0.0,0.0,0.0,7199772613.277651,51260.65,702270.905
"Simdega","Rural",100,176151951.26116002,17387.762,29379.322,176198718.34516,0.0,176151951.26116002,17387.762,29379.322,0.0,0.0,0.0
"Simdega","Total",100,294784898.02887994,17987.34,49165.39599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Simdega","Urban",100,1919696774.96856,23983.12,320174.652,0.0,1920040932.7405598,0.0,0.0,0.0,1919696774.96856,23983.12,320174.652
"Pashchimi Singhbhum","Rural",100,835097202.5102801,60093.520000000004,55586.50600000001,835212882.5362802,0.0,835097202.5102801,60093.520000000004,55586.50600000001,0.0,0.0,0.0
"Pashchimi Singhbhum","Total",100,2663282970.16792,61595.85799999999,177275.88400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pashchimi Singhbhum","Urban",100,13293844656.17716,67605.20999999999,884877.0819999999,0.0,13294797138.46916,0.0,0.0,0.0,13293844656.17716,67605.20999999999,884877.0819999999
"Saraikela-Kharsawan","Rural",100,53.5,3.6,6.4,63.5,0.0,53.5,3.6,6.4,0.0,0.0,0.0
"Saraikela-Kharsawan","Total",100,49.5,3.6,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saraikela-Kharsawan","Urban",100,36.6,3.4,64.5,0.0,104.5,0.0,0.0,0.0,36.6,3.4,64.5
"Bargarh","Rural",100,2698763141.2807503,125906.675,182194.36500000002,2699071242.32075,0.0,2698763141.2807503,125906.675,182194.36500000002,0.0,0.0,0.0
"Bargarh","Total",100,3532527363.79025,119981.655,238482.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bargarh","Urban",100,11892110752.635502,69618.985,802840.2100000001,0.0,11892983211.830502,0.0,0.0,0.0,11892110752.635502,69618.985,802840.2100000001
"Jharsuguda","Rural",100,315676482.3235,34190.795000000006,54473.47,315765146.5885,0.0,315676482.3235,34190.795000000006,54473.47,0.0,0.0,0.0
"Jharsuguda","Total",100,876505977.51525,33611.29,151250.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jharsuguda","Urban",100,1800027601.3339999,32452.279999999995,310614.68,0.0,1800370668.294,0.0,0.0,0.0,1800027601.3339999,32452.279999999995,310614.68
"Sambalpur","Rural",100,69.7,7.8,8.6,86.1,0.0,69.7,7.8,8.6,0.0,0.0,0.0
"Sambalpur","Total",100,61.7,7.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sambalpur","Urban",100,41.2,5.2,59.5,0.0,105.9,0.0,0.0,0.0,41.2,5.2,59.5
"Debagarh","Rural",100,57624562.736,41877.68,18438.68,57684879.096,0.0,57624562.736,41877.68,18438.68,0.0,0.0,0.0
"Debagarh","Total",100,89855250.368,40315.08,28751.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Debagarh","Urban",100,501040689.55200005,17188.6,160322.76,0.0,501218200.91200006,0.0,0.0,0.0,501040689.55200005,17188.6,160322.76
"Sundargarh","Rural",100,3681281917.29396,121419.34599999999,175848.708,3681579185.3479605,0.0,3681281917.29396,121419.34599999999,175848.708,0.0,0.0,0.0
"Sundargarh","Total",100,12270939724.313202,110952.161,586162.3600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sundargarh","Urban",100,28705233997.946953,92111.228,1371201.235,0.0,28706697310.409954,0.0,0.0,0.0,28705233997.946953,92111.228,1371201.235
"Kendujhar","Rural",100,70.0,8.6,9.3,87.89999999999999,0.0,70.0,8.6,9.3,0.0,0.0,0.0
"Kendujhar","Total",100,67.0,8.5,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kendujhar","Urban",100,48.8,7.7,50.8,0.0,107.3,0.0,0.0,0.0,48.8,7.7,50.8
"Mayurbhanj","Rural",100,9523619382.966,216697.468,377960.7,9524214041.134,0.0,9523619382.966,216697.468,377960.7,0.0,0.0,0.0
"Mayurbhanj","Total",100,11809288034.877842,216697.468,468671.26800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mayurbhanj","Urban",100,40634109367.3216,204098.77800000002,1612632.32,0.0,40635926098.4196,0.0,0.0,0.0,40634109367.3216,204098.77800000002,1612632.32
"Baleshwar","Rural",100,12223620486.439068,269181.364,526760.083,12224416427.886068,0.0,12223620486.439068,269181.364,526760.083,0.0,0.0,0.0
"Baleshwar","Total",100,14808350809.562752,257578.719,638145.4750000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
